Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Ashley,2022-06-23 09:52:41,00:57:49,,First Kill: Season 1: First Betrayal (Episode 8),,FireTV 4K Stick 2018,00:57:52,Not latest view,US (United States)
Ashley,2022-06-23 09:10:37,00:41:57,Autoplayed: user action: User_Interaction; ,First Kill: Season 1: First Goodbye (Episode 7),,FireTV 4K Stick 2018,00:42:54,Not latest view,US (United States)
Ashley,2022-06-23 08:20:52,00:49:40,Autoplayed: user action: User_Interaction; ,First Kill: Season 1: First Severing (Episode 6),,FireTV 4K Stick 2018,00:50:34,00:50:34,US (United States)
Ashley,2022-06-23 07:36:40,00:43:54,Autoplayed: user action: User_Interaction; ,First Kill: Season 1: First Love (Episode 5),,FireTV 4K Stick 2018,00:44:50,00:44:50,US (United States)
Ashley,2022-06-23 06:57:06,00:39:32,,First Kill: Season 1: First Date (Episode 4),,FireTV 4K Stick 2018,00:39:36,00:39:36,US (United States)
Ashley,2022-06-23 06:13:25,00:43:22,,First Kill: Season 1: First Fight (Episode 3),,FireTV 4K Stick 2018,00:43:50,00:43:50,US (United States)
Ashley,2022-06-23 06:13:16,00:00:02,Autoplayed: user action: None; ,First Kill: Season 1: First Date (Episode 4),,FireTV 4K Stick 2018,00:00:02,Not latest view,US (United States)
Ashley,2022-06-23 06:12:42,00:00:28,Autoplayed: user action: None; ,Comedy Clip 3: Stand Out: An LGBTQ+ Celebration,HOOK,FireTV 4K Stick 2018,00:00:28,Not latest view,US (United States)
Ashley,2022-06-23 06:11:56,00:00:40,Autoplayed: user action: None; ,"Season 1 High Context Clip: Web of Make Believe: Death, Lies and the Internet",HOOK,FireTV 4K Stick 2018,00:00:40,00:00:40,US (United States)
Ashley,2022-06-23 06:11:41,00:00:05,Autoplayed: user action: None; ,Villain / Antagonist Clip: Stranger Things 4,HOOK,FireTV 4K Stick 2018,00:00:05,00:00:05,US (United States)
Ashley,2022-06-14 08:53:10,00:00:04,Autoplayed: user action: None; ,First Kill: Season 1: First Date (Episode 4),,FireTV 4K Stick 2018,00:00:07,Not latest view,US (United States)
Ashley,2022-06-14 08:09:23,00:43:46,,First Kill: Season 1: First Fight (Episode 3),,FireTV 4K Stick 2018,00:43:49,Not latest view,US (United States)
Ashley,2022-06-14 07:19:26,00:49:55,,First Kill: Season 1: First Blood (Episode 2),,FireTV 4K Stick 2018,00:49:59,00:49:59,US (United States)
Ashley,2022-06-14 06:33:30,00:45:53,Autoplayed: user action: User_Interaction; ,First Kill: Season 1: First Kiss (Episode 1),,FireTV 4K Stick 2018,00:45:53,00:45:53,US (United States)
Ashley,2022-06-14 06:32:25,00:00:35,Autoplayed: user action: None; ,Character Intro Clip: Keep Sweet: Pray and Obey,HOOK,FireTV 4K Stick 2018,00:00:35,00:00:35,US (United States)
Ashley,2022-06-04 00:37:13,00:04:59,,Heartstopper: Season 1: Meet (Episode 1),,FireTV 4K Stick 2018,00:04:59,Not latest view,US (United States)
Ashley,2022-06-04 00:37:04,00:00:06,Autoplayed: user action: None; ,Season 1 Trailer: Heartstopper,TRAILER,FireTV 4K Stick 2018,00:00:06,00:00:06,US (United States)
Ashley,2022-06-04 00:35:38,00:00:51,Autoplayed: user action: None; ,Villain / Antagonist Clip: Stranger Things 4,HOOK,FireTV 4K Stick 2018,00:00:51,Not latest view,US (United States)
Ashley,2022-05-03 03:57:45,01:22:01,,Between Two Ferns: The Movie,,FireTV 4K Stick 2018,01:22:02,01:22:02,US (United States)
Ashley,2022-05-03 03:56:53,00:00:47,Autoplayed: user action: None; ,Between Two Ferns: The Movie (Trailer),TRAILER,FireTV 4K Stick 2018,00:00:47,00:00:47,US (United States)
Ashley,2022-05-03 03:55:32,00:00:27,Autoplayed: user action: None; ,Arpo: Season 1_hook_01_16x9,HOOK,FireTV 4K Stick 2018,00:00:27,00:00:27,US (United States)
Ashley,2022-04-17 20:07:47,00:17:43,,The Ultimatum: Marry or Move On: Season 1: The Changeover (Episode 6),,FireTV 4K Stick 2018,00:17:47,00:17:47,US (United States)
Ashley,2022-04-17 19:25:46,00:41:59,,The Ultimatum: Marry or Move On: Season 1: Pushing Boundaries (Episode 5),,FireTV 4K Stick 2018,00:42:04,00:42:04,US (United States)
Ashley,2022-04-17 18:25:30,00:56:00,,The Ultimatum: Marry or Move On: Season 1: Girls & Guys Night Out (Episode 4),,FireTV 4K Stick 2018,00:56:05,00:56:05,US (United States)
Ashley,2022-04-17 17:46:03,00:39:24,,"The Ultimatum: Marry or Move On: Season 1: New Bed, New Partner (Episode 3)",,FireTV 4K Stick 2018,00:39:28,00:39:28,US (United States)
Ashley,2022-04-17 16:49:24,00:56:36,,The Ultimatum: Marry or Move On: Season 1: The Choice (Episode 2),,FireTV 4K Stick 2018,00:56:40,00:56:40,US (United States)
Ashley,2022-04-17 15:53:26,00:55:55,,The Ultimatum: Marry or Move On: Season 1: The Split (Episode 1),,FireTV 4K Stick 2018,00:55:55,00:55:55,US (United States)
Ashley,2022-04-17 15:52:27,00:00:16,Autoplayed: user action: None; ,Season 1 Trailer: The Ultimatum: Marry or Move On,TRAILER,FireTV 4K Stick 2018,00:00:16,00:00:16,US (United States)
Ashley,2022-04-17 07:24:41,00:01:03,Autoplayed: user action: None; ,"Young, Famous & African: Season 1: Love Is in the Air (Episode 3)",,FireTV 4K Stick 2018,00:01:08,00:01:08,US (United States)
Ashley,2022-04-17 06:43:42,00:40:57,,"Young, Famous & African: Season 1: The Newcomer (Episode 2)",,FireTV 4K Stick 2018,00:41:02,00:41:02,US (United States)
Ashley,2022-04-17 06:00:35,00:43:04,,"Young, Famous & African: Season 1: Welcome to South Africa (Episode 1)",,FireTV 4K Stick 2018,00:43:04,00:43:04,US (United States)
Ashley,2022-04-17 06:00:15,00:00:17,Autoplayed: user action: None; ,"Season 1 Trailer: Young, Famous & African",TRAILER,FireTV 4K Stick 2018,00:00:17,00:00:17,US (United States)
Ashley,2022-04-17 06:00:02,00:00:09,Autoplayed: user action: None; ,Season 1 Teaser 1: Human Resources,TEASER_TRAILER,FireTV 4K Stick 2018,00:00:09,00:00:09,US (United States)
Ashley,2022-04-17 05:59:36,00:00:21,Autoplayed: user action: None; ,Teaser 1: Elite Season 4,TEASER_TRAILER,FireTV 4K Stick 2018,00:00:21,00:00:21,US (United States)
Ashley,2022-04-17 05:59:20,00:00:09,Autoplayed: user action: None; ,Season 1 Trailer: Get Organized with The Home Edit,TRAILER,FireTV 4K Stick 2018,00:00:09,00:00:09,US (United States)
Ashley,2022-04-17 05:57:39,00:01:10,Autoplayed: user action: None; ,Old Enough!: Season 1: Episode 7,,FireTV 4K Stick 2018,00:01:10,00:01:10,US (United States)
Ashley,2022-04-17 05:42:42,00:14:53,,Old Enough!: Season 1: Episode 6,,FireTV 4K Stick 2018,00:14:53,00:14:53,US (United States)
Ashley,2022-04-17 05:27:12,00:15:26,,Old Enough!: Season 1: Episode 5,,FireTV 4K Stick 2018,00:15:26,00:15:26,US (United States)
Ashley,2022-04-17 05:16:43,00:10:25,,Old Enough!: Season 1: Episode 4,,FireTV 4K Stick 2018,00:10:25,00:10:25,US (United States)
Ashley,2022-04-17 05:04:54,00:11:45,,Old Enough!: Season 1: Episode 3,,FireTV 4K Stick 2018,00:11:45,00:11:45,US (United States)
Ashley,2022-04-17 04:53:59,00:10:51,,Old Enough!: Season 1: Episode 2,,FireTV 4K Stick 2018,00:10:51,00:10:51,US (United States)
Ashley,2022-04-17 04:46:00,00:07:53,Autoplayed: user action: User_Interaction; ,Old Enough!: Season 1: Episode 1,,FireTV 4K Stick 2018,00:07:53,00:07:53,US (United States)
Ashley,2022-04-16 04:14:41,00:00:04,Autoplayed: user action: None; ,The Vampire Diaries: Season 5: Dead Man on Campus (Episode 8),,FireTV 4K Stick 2018,00:00:53,00:00:53,US (United States)
Ashley,2022-04-16 03:33:22,00:41:17,,The Vampire Diaries: Season 5: Death and the Maiden (Episode 7),,FireTV 4K Stick 2018,00:41:55,00:41:55,US (United States)
Ashley,2022-04-16 02:52:43,00:40:35,,The Vampire Diaries: Season 5: Handle With Care (Episode 6),,FireTV 4K Stick 2018,00:41:25,00:41:25,US (United States)
Ashley,2022-04-16 02:07:44,00:41:08,Autoplayed: user action: User_Interaction; ,The Vampire Diaries: Season 5: Monster's Ball (Episode 5),,FireTV 4K Stick 2018,00:41:54,00:41:54,US (United States)
Ashley,2022-04-16 02:04:05,00:03:36,,The Vampire Diaries: Season 5: For Whom the Bell Tolls (Episode 4),,FireTV 4K Stick 2018,00:41:57,00:41:57,US (United States)
Ashley,2022-04-15 12:29:44,00:38:26,Autoplayed: user action: User_Interaction; ,The Vampire Diaries: Season 5: For Whom the Bell Tolls (Episode 4),,FireTV 4K Stick 2018,00:38:26,Not latest view,US (United States)
Ashley,2022-04-15 11:47:49,00:41:34,,The Originals: Season 5: When the Saints Go Marching In (Episode 13),,FireTV 4K Stick 2018,00:41:34,00:41:34,US (United States)
Ashley,2022-04-15 11:06:30,00:41:17,,The Originals: Season 5: The Tale of Two Wolves (Episode 12),,FireTV 4K Stick 2018,00:41:17,00:41:17,US (United States)
Ashley,2022-04-15 10:25:20,00:41:06,,The Originals: Season 5: 'Til the Day I Die (Episode 11),,FireTV 4K Stick 2018,00:41:06,00:41:06,US (United States)
Ashley,2022-04-15 09:44:13,00:41:02,,The Originals: Season 5: There in the Disappearing Light (Episode 10),,FireTV 4K Stick 2018,00:41:02,00:41:02,US (United States)
Ashley,2022-04-15 09:03:54,00:40:17,,The Originals: Season 5: We Have Not Long to Love (Episode 9),,FireTV 4K Stick 2018,00:40:17,00:40:17,US (United States)
Ashley,2022-04-15 08:22:41,00:41:10,,The Originals: Season 5: The Kindness of Strangers (Episode 8),,FireTV 4K Stick 2018,00:41:10,00:41:10,US (United States)
Ashley,2022-04-15 07:41:59,00:40:40,,The Originals: Season 5: God's Gonna Trouble the Water (Episode 7),,FireTV 4K Stick 2018,00:40:40,00:40:40,US (United States)
Ashley,2022-04-15 07:00:37,00:40:30,,"The Originals: Season 5: What, Will, I, Have, Left (Episode 6)",,FireTV 4K Stick 2018,00:40:31,00:40:31,US (United States)
Ashley,2022-04-15 06:19:22,00:41:12,,The Originals: Season 5: Don't It Just Break Your Heart (Episode 5),,FireTV 4K Stick 2018,00:41:12,00:41:12,US (United States)
Ashley,2022-04-15 05:38:14,00:41:06,,The Originals: Season 5: Between the Devil and the Deep Blue Sea (Episode 4),,FireTV 4K Stick 2018,00:41:06,00:41:06,US (United States)
Ashley,2022-04-15 05:14:58,00:23:13,,The Originals: Season 5: Ne Me Quitte Pas (Episode 3),,FireTV 4K Stick 2018,00:41:24,00:41:24,US (United States)
Ashley,2022-04-15 05:14:48,00:00:06,Autoplayed: user action: None; ,The Originals: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:06,00:00:06,US (United States)
Ashley,2022-04-15 05:14:06,00:00:20,Autoplayed: user action: None; ,Legacies: Season 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:20,00:00:20,US (United States)
Ashley,2022-04-15 05:13:40,00:00:07,Autoplayed: user action: None; ,Season 2 Genre Specific Moment Clip: Bridgerton,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Ashley,2022-03-24 07:25:54,00:19:30,,The Principles of Pleasure: Limited Series: Our Minds (Episode 2),,FireTV 4K Stick 2018,00:19:34,00:19:34,US (United States)
Ashley,2022-03-24 06:33:46,00:52:05,,The Principles of Pleasure: Limited Series: Our Bodies (Episode 1),,FireTV 4K Stick 2018,00:52:05,00:52:05,US (United States)
Ashley,2022-03-24 06:26:32,00:00:08,,The Principles of Pleasure: Limited Series: Our Bodies (Episode 1),,FireTV 4K Stick 2018,00:00:08,Not latest view,US (United States)
Ashley,2022-03-24 06:26:22,00:00:08,Autoplayed: user action: None; ,Relatable Clip: The Principles of Pleasure: Limited Series,HOOK,FireTV 4K Stick 2018,00:00:08,00:00:08,US (United States)
Ashley,2022-03-24 06:26:03,00:00:07,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip (P.I.): Life After Death with Tyler Henry,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Ashley,2022-03-24 06:18:09,00:00:29,Autoplayed: user action: None; ,Call the Midwife: Series 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:29,00:00:29,US (United States)
Ashley,2022-03-24 06:17:44,00:00:17,,Season 1 Trailer: Human Resources,TRAILER,FireTV 4K Stick 2018,00:00:17,00:00:17,US (United States)
Ashley,2022-03-24 06:17:14,00:00:29,Autoplayed: user action: None; ,Call the Midwife: Series 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:29,Not latest view,US (United States)
Ashley,2022-03-24 06:03:53,00:13:13,,We Have Always Lived in the Castle,,FireTV 4K Stick 2018,01:30:00,01:30:00,US (United States)
Ashley,2022-03-24 05:37:40,00:26:06,Autoplayed: user action: User_Interaction; ,We Have Always Lived in the Castle,,FireTV 4K Stick 2018,01:17:41,Not latest view,US (United States)
Ashley,2022-03-24 05:37:26,00:00:04,Autoplayed: user action: None; ,Call the Midwife: Series 1_hook_primary_16x9,HOOK,FireTV 4K Stick 2018,00:00:04,Not latest view,US (United States)
Ashley,2022-03-24 05:02:03,00:35:20,Autoplayed: user action: User_Interaction; ,Bad Vegan: Fame. Fraud. Fugitives.: Limited Series: Everything Will Be Fine (Episode 4),,FireTV 4K Stick 2018,00:57:47,00:57:47,US (United States)
Ashley,2022-03-24 04:21:12,00:22:23,,Bad Vegan: Fame. Fraud. Fugitives.: Limited Series: Everything Will Be Fine (Episode 4),,FireTV 4K Stick 2018,00:22:28,Not latest view,US (United States)
Ashley,2022-03-24 03:28:13,00:52:57,,Bad Vegan: Fame. Fraud. Fugitives.: Limited Series: No Angels in Hell (Episode 3),,FireTV 4K Stick 2018,00:53:02,00:53:02,US (United States)
Ashley,2022-03-24 02:35:54,00:51:52,Autoplayed: user action: User_Interaction; ,Bad Vegan: Fame. Fraud. Fugitives.: Limited Series: Happily Ever After (Episode 2),,FireTV 4K Stick 2018,00:40:25,00:40:25,US (United States)
Ashley,2022-03-24 01:52:23,00:43:28,,Bad Vegan: Fame. Fraud. Fugitives.: Limited Series: Mr. & Mrs. Fox (Episode 1),,FireTV 4K Stick 2018,00:43:28,00:43:28,US (United States)
Ashley,2022-03-24 01:51:58,00:00:04,Autoplayed: user action: None; ,Season 1 High Context Clip: Bad Vegan,HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,US (United States)
Ashley,2022-03-22 07:13:57,00:51:38,,We Have Always Lived in the Castle,,Apple iPad 10.2 inch 8th Gen Wi-Fi iPad,00:51:39,Not latest view,US (United States)
Ashley,2022-03-14 06:07:33,00:58:57,,The Andy Warhol Diaries: Limited Series: Collab: Andy & Basquiat (Episode 4),,FireTV 4K Stick 2018,00:59:02,00:59:02,US (United States)
Ashley,2022-03-14 05:42:01,00:25:29,Autoplayed: user action: User_Interaction; ,The Andy Warhol Diaries: Limited Series: A Double Life: Andy & Jon (Episode 3),,FireTV 4K Stick 2018,01:09:20,01:09:20,US (United States)
Ashley,2022-03-14 05:37:22,00:01:12,,Season 1 Trailer: PIECES OF HER,TRAILER,FireTV 4K Stick 2018,00:01:12,00:01:12,US (United States)
Ashley,2022-03-14 05:35:42,00:01:38,,Season 1 Trailer: Life After Death with Tyler Henry,TRAILER,FireTV 4K Stick 2018,00:01:38,00:01:38,US (United States)
Ashley,2022-03-14 05:34:32,00:01:08,Autoplayed: user action: None; ,Trailer: Taylor Tomlinson: Quarter-Life Crisis,TRAILER,FireTV 4K Stick 2018,00:01:08,00:01:08,US (United States)
Ashley,2022-03-14 04:32:57,01:01:28,,Taylor Tomlinson: Look At You,,FireTV 4K Stick 2018,01:01:28,01:01:28,US (United States)
Ashley,2022-03-14 04:32:47,00:00:08,Autoplayed: user action: None; ,Comedy Clip 3: Taylor Tomlinson: Look At You,HOOK,FireTV 4K Stick 2018,00:00:08,00:00:08,US (United States)
Ashley,2022-03-14 03:51:41,00:33:08,,The Andy Warhol Diaries: Limited Series: A Double Life: Andy & Jon (Episode 3),,FireTV 4K Stick 2018,00:43:52,Not latest view,US (United States)
Ashley,2022-03-14 03:28:55,00:07:48,,The Andy Warhol Diaries: Limited Series: A Double Life: Andy & Jon (Episode 3),,FireTV 4K Stick 2018,00:10:44,Not latest view,US (United States)
Ashley,2022-03-14 03:05:24,00:02:53,,The Andy Warhol Diaries: Limited Series: A Double Life: Andy & Jon (Episode 3),,FireTV 4K Stick 2018,00:02:57,Not latest view,US (United States)
Ashley,2022-03-14 02:15:44,00:49:37,,The Andy Warhol Diaries: Limited Series: Shadows: Andy & Jed (Episode 2),,FireTV 4K Stick 2018,00:49:42,00:49:42,US (United States)
Ashley,2022-03-14 01:22:25,00:53:16,,The Andy Warhol Diaries: Limited Series: Smoke Signals (Episode 1),,FireTV 4K Stick 2018,00:53:16,00:53:16,US (United States)
Ashley,2022-03-14 01:22:04,00:00:16,Autoplayed: user action: None; ,Season 4 Trailer: Good Girls,TRAILER,FireTV 4K Stick 2018,00:00:16,00:00:16,US (United States)
Ashley,2022-03-14 01:21:47,00:00:07,Autoplayed: user action: None; ,Cliffhanger Clip: The Andy Warhol Diaries,HOOK,FireTV 4K Stick 2018,00:00:07,00:00:07,US (United States)
Ashley,2022-03-08 08:42:55,00:57:39,Autoplayed: user action: User_Interaction; ,Ali Wong: Hard Knock Wife,,FireTV 4K Stick 2018,00:57:39,00:57:39,US (United States)
Ashley,2022-03-08 08:42:26,00:00:27,Autoplayed: user action: None; ,Ali Wong: Hard Knock Wife (Trailer),TRAILER,FireTV 4K Stick 2018,00:00:27,00:00:27,US (United States)
Ashley,2022-03-08 07:43:43,00:58:40,,Ali Wong: Don Wong,,FireTV 4K Stick 2018,00:58:40,00:58:40,US (United States)
Ashley,2022-03-07 16:17:14,00:06:42,Autoplayed: user action: User_Interaction; ,The Standups: Season 3: Janelle James (Episode 4),,FireTV 4K Stick 2018,00:06:42,00:06:42,US (United States)
Ashley,2022-03-07 16:16:40,00:00:27,Autoplayed: user action: None; ,Season 1 Trailer: PIECES OF HER,TRAILER,FireTV 4K Stick 2018,00:00:27,Not latest view,US (United States)
Ashley,2022-03-07 15:18:40,00:57:25,,The Tinder Swindler,,FireTV 4K Stick 2018,01:51:48,01:51:48,US (United States)
Ashley,2022-03-07 15:18:33,00:00:05,Autoplayed: user action: None; ,Sensory Clip: The Tinder Swindler,HOOK,FireTV 4K Stick 2018,00:00:04,00:00:04,US (United States)
Ashley,2022-03-07 08:01:04,00:02:01,,Trailer: The Weekend Away,TRAILER,FireTV 4K Stick 2018,00:02:01,00:02:01,US (United States)
Ashley,2022-03-07 07:59:12,00:01:50,,Season 2 Trailer: Love Is Blind,TRAILER,FireTV 4K Stick 2018,00:01:50,00:01:50,US (United States)
Ashley,2022-03-07 07:57:58,00:01:12,Autoplayed: user action: None; ,Season 1 Trailer: PIECES OF HER,TRAILER,FireTV 4K Stick 2018,00:01:12,Not latest view,US (United States)
Ashley,2022-03-07 06:13:22,01:44:26,Autoplayed: user action: User_Interaction; ,The Tinder Swindler,,FireTV 4K Stick 2018,01:51:47,Not latest view,US (United States)
Ashley,2022-03-07 06:04:29,00:08:47,,The Tinder Swindler,,FireTV 4K Stick 2018,00:08:47,Not latest view,US (United States)
Ashley,2022-03-07 06:04:13,00:00:08,Autoplayed: user action: None; ,High Context Clip: The Tinder Swindler,HOOK,FireTV 4K Stick 2018,00:00:08,00:00:08,US (United States)
Ashley,2022-03-06 07:07:55,00:22:46,,The Woman in the House Across the Street from the Girl in the Window: Season 1: Episode 8,,FireTV 4K Stick 2018,00:22:51,00:22:51,US (United States)
Ashley,2022-03-06 06:46:29,00:21:24,,The Woman in the House Across the Street from the Girl in the Window: Season 1: Episode 7,,FireTV 4K Stick 2018,00:21:29,00:21:29,US (United States)
Ashley,2022-03-06 06:27:04,00:19:11,,The Woman in the House Across the Street from the Girl in the Window: Season 1: Episode 6,,FireTV 4K Stick 2018,00:19:17,00:19:17,US (United States)
Ashley,2022-03-06 06:06:23,00:20:38,,The Woman in the House Across the Street from the Girl in the Window: Season 1: Episode 5,,FireTV 4K Stick 2018,00:20:43,00:20:43,US (United States)
Ashley,2022-03-06 05:43:21,00:23:00,,The Woman in the House Across the Street from the Girl in the Window: Season 1: Episode 4,,FireTV 4K Stick 2018,00:23:05,00:23:05,US (United States)
Ashley,2022-03-06 05:16:46,00:26:33,,The Woman in the House Across the Street from the Girl in the Window: Season 1: Episode 3,,FireTV 4K Stick 2018,00:26:38,00:26:38,US (United States)
Ashley,2022-03-06 04:52:54,00:23:49,,The Woman in the House Across the Street from the Girl in the Window: Season 1: Episode 2,,FireTV 4K Stick 2018,00:23:54,00:23:54,US (United States)
Ashley,2022-03-06 04:18:05,00:34:19,,The Woman in the House Across the Street from the Girl in the Window: Season 1: Episode 1,,FireTV 4K Stick 2018,00:26:32,00:26:32,US (United States)
Ashley,2022-03-06 04:17:44,00:00:18,Autoplayed: user action: None; ,Season 1 Main Character Intro Clip: The Woman in the House Across the Street from the Girl in the Window,HOOK,FireTV 4K Stick 2018,00:00:18,00:00:18,US (United States)
